transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
2223,19,1067,22-01-2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,26-05-1993
2224,50,333,12-01-2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,25-11-2001
2225,35,3490,02-07-2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,14-11-2016
2226,50,3132,05-07-2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,18-10-2015
2228,25,2952,17-02-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",18-10-2015
2229,64,1051,22-03-2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",20-08-2010
2230,99,1311,13-11-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89,06-05-1991
2236,80,2266,06-01-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,18-05-2012
2239,0,3326,30-04-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,04-02-2016
2240,100,1203,23-12-2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,06-05-1991
2241,12,158,11-02-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,17-08-2004
2246,47,524,31-05-2017,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",01-10-2006
2249,63,2029,26-02-2017,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,17-12-1998
2252,79,2138,09-02-2017,TRUE,Approved,Solex,Touring,medium,large,2083.94,$675.03,16-09-2013
2254,45,1653,15-02-2017,TRUE,Approved,Solex,Standard,medium,medium,441.49,$84.99,04-06-2012
2257,31,2908,29-12-2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,20-07-1999
2260,26,1735,05-02-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,26-05-1993
2261,1,2,04-05-2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,29-08-2011
2262,54,2272,17-09-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,12-04-2009
2263,34,361,14-04-2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,18-03-2003
2264,82,1936,28-02-2017,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,16-12-1998
2271,0,1674,12-11-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,10-09-2003
2272,44,2762,07-08-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,09-05-2011
2274,1,1513,20-03-2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,09-08-2005
2277,54,2778,02-04-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,12-04-2009
2278,5,2072,23-07-2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,29-08-2011
2282,2,2968,10-01-2017,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,05-11-2010
2285,95,3216,30-12-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,29-03-2016
2287,29,1100,31-10-2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,22-11-2016
2288,84,3262,23-03-2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,18-12-2004
2289,38,1440,16-11-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,05-08-1991
2290,1,1176,02-06-2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,14-11-2016
2291,23,5,03-03-2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,02-10-1993
2292,17,1861,01-12-2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80,08-03-2009
2295,83,2581,15-04-2017,TRUE,Approved,Solex,Touring,medium,large,2083.94,$675.03,10-05-2005
2297,34,3468,04-12-2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,18-03-2003
2299,60,1438,11-09-2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",17-12-1998
2300,50,2430,17-08-2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,16-02-2003
2305,45,1470,06-07-2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,04-08-2007
2306,16,1191,07-06-2017,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",15-07-1993
2309,70,2166,12-02-2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,11-04-2015
2311,3,1502,17-08-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,04-08-2007
2312,0,3325,15-11-2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,22-11-2016
2315,36,3402,24-02-2017,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58,19-12-1995
2316,1,73,09-01-2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,07-11-1991
2318,6,315,08-09-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,07-02-2003
2319,35,756,15-11-2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,16-03-2011
2320,15,2353,11-08-2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,12-03-2013
2321,18,370,10-09-2017,TRUE,Approved,Solex,Standard,medium,medium,575.27,$431.45,08-03-2009
2322,4,2758,27-02-2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,09-08-2005
2323,82,3285,19-03-2017,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,18-12-2004
2325,28,727,23-01-2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",05-08-1991
2328,52,2753,12-07-2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,20-07-1993
2329,7,1076,02-10-2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,28-09-2004
2335,30,2327,18-05-2017,TRUE,Approved,Solex,Standard,high,medium,748.17,$448.90,10-11-1991
2336,90,2577,24-03-2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,29-03-2016
2337,88,3020,21-03-2017,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",08-03-2009
2339,95,3265,27-06-2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,25-01-1997
2341,41,2767,12-11-2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,07-12-2005
2345,2,604,22-10-2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62,02-12-2012
2346,55,1258,20-01-2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,21-07-2003
2347,32,1679,24-02-2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,18-03-2003
2350,66,331,30-04-2017,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,02-10-1992
2351,74,1653,27-10-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,22-05-2000
2353,43,1860,19-12-2017,TRUE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,04-12-1999
2354,53,25,04-03-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,17-06-2015
2355,32,1800,08-05-2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,25-08-1997
2357,25,3419,25-12-2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,25-01-1997
2360,63,1966,08-01-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,26-05-1993
2361,89,314,24-10-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,11-12-2007
2366,27,620,23-07-2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,18-03-2003
2367,4,2369,25-11-2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,28-09-2004
2368,36,2105,03-03-2017,TRUE,Approved,Solex,Standard,low,medium,1289.85,$74.51,16-02-2003
2369,62,2232,04-03-2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,11-04-2015
2372,18,1939,15-10-2017,TRUE,Approved,Solex,Standard,medium,medium,575.27,$431.45,07-05-2011
2374,0,3265,01-05-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,06-12-2016
2376,0,758,10-04-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,25-01-1997
2377,13,2879,25-07-2017,TRUE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,05-08-2003
2379,12,745,16-03-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,09-09-1994
2380,20,172,05-12-2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",04-02-2016
2381,39,2792,18-01-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,07-06-2010
2382,49,1562,07-01-2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,25-11-2001
2385,16,3421,08-05-2017,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",09-11-1996
2386,56,3070,09-07-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,21-01-1991
2388,0,1742,16-04-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,06-12-2016
2394,26,2894,02-02-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,22-11-2016
2395,90,810,11-08-2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,10-10-2002
2396,50,2724,25-02-2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,16-02-2003
2397,31,2103,19-11-2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,10-11-2006
2400,36,2340,20-04-2017,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58,10-05-1997
2401,0,86,30-07-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,22-05-2000
2402,33,3154,10-02-2017,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",11-10-1992
2403,13,2382,21-04-2017,TRUE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,09-11-1996
2404,15,461,03-12-2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,02-10-1993
2406,21,3409,22-09-2017,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74,05-04-1996
2407,83,227,15-01-2017,TRUE,Approved,Solex,Touring,medium,large,2083.94,$675.03,16-09-2013
2410,84,1650,07-04-2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,02-10-1992
2411,74,1445,29-10-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,22-05-2000
2412,66,1502,17-05-2017,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,24-10-1995
2414,7,2467,09-12-2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,17-08-2004
2416,18,473,08-06-2017,TRUE,Approved,Solex,Standard,medium,medium,575.27,$431.45,02-10-1993
2423,66,1880,09-02-2017,TRUE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,09-07-2016
2426,43,3019,24-08-2017,TRUE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,09-05-2011
2432,82,2312,29-04-2017,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,02-10-1992
2433,44,3499,25-02-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,16-02-2003
2434,63,1348,17-02-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,26-05-1993
2435,4,1858,10-04-2017,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,20-08-2010
2436,9,1182,22-07-2017,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,04-08-2007
2439,43,1445,24-10-2017,TRUE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,04-12-1999
2441,43,2538,25-11-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,10-07-1991
2444,23,1341,21-02-2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,02-10-1993
2445,29,2463,03-07-2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,22-11-2016
2447,65,52,03-12-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,05-11-2010
2448,89,3247,24-10-2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,10-10-2002
2450,72,2093,24-03-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,18-10-2015
2452,96,914,31-01-2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",16-01-2004
2453,56,2341,31-08-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,24-08-2011
2455,45,3083,16-10-2017,TRUE,Approved,Solex,Standard,medium,medium,441.49,$84.99,04-06-2012
2456,38,2605,06-09-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,09-02-1997
2457,75,2255,14-04-2017,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,10-01-2011
2458,12,2067,24-05-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,17-08-2004
2460,56,1640,07-04-2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,26-05-1993
2461,57,270,23-12-2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,18-10-2015
2465,3,363,31-08-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,02-08-2015
2468,14,568,28-05-2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29",05-08-2003
2469,79,2471,16-03-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,25-08-1997
2472,97,263,03-07-2017,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,07-11-1991
2475,77,2065,29-05-2017,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,02-08-2015
2476,64,3055,07-03-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,10-10-2014
2477,39,1570,08-02-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,07-06-2010
2478,0,676,27-07-2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,06-12-2016
2479,26,273,06-05-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,26-05-1993
2480,44,3054,08-09-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,09-05-2011
2481,19,2479,15-01-2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,08-03-2009
2491,87,1655,23-04-2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,10-05-2005
2497,83,2883,06-01-2017,TRUE,Approved,Solex,Touring,medium,large,2083.94,$675.03,26-07-1999
2499,34,382,23-02-2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,16-03-2011
2504,41,2399,16-11-2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,05-05-2010
2506,35,1126,05-01-2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,12-07-1994
2508,70,2110,06-04-2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,06-05-1991
2509,35,3337,24-04-2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,10-05-1997
2510,52,837,02-06-2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,24-08-2011
2512,26,2665,08-10-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,02-08-2015
2515,4,2202,28-04-2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,28-09-2004
2516,69,851,24-09-2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,10-11-1991
2517,34,3218,05-05-2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,21-07-2003
2518,81,857,06-12-2017,TRUE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,09-02-1997
2522,56,272,07-02-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,18-05-2012
2523,82,3195,04-01-2017,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,10-08-2015
2524,0,2089,28-02-2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,10-05-1997
2527,15,3149,08-12-2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,15-07-1993
2528,14,2647,13-12-2017,TRUE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",24-10-1995
2529,65,2308,05-04-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,06-12-2016
2531,58,2142,10-10-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,18-10-2015
2533,6,1048,14-03-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,07-02-2003
2537,95,2797,02-09-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,16-01-2004
2540,31,291,20-11-2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,10-11-2006
2541,72,1750,31-05-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,22-05-2006
2546,92,1797,17-02-2017,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",05-01-2003
2549,89,473,28-06-2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,10-10-2002
2550,86,1574,16-10-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,05-01-2003
2553,7,1250,01-10-2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,28-09-2004
2554,70,1946,08-01-2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,11-04-2015
2555,62,2388,16-01-2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,23-06-1993
2559,59,2435,30-07-2017,TRUE,Approved,Solex,Standard,medium,large,1061.56,$733.58,20-07-1993
2560,42,2918,18-10-2017,TRUE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",11-12-2007
2561,0,1942,14-04-2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,08-03-2009
2562,35,2514,14-11-2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,07-02-2003
2563,8,3246,11-05-2017,TRUE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",07-12-2005
2565,6,3137,02-08-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,07-02-2003
2567,28,190,06-06-2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",05-08-1991
2568,58,1473,10-10-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,21-05-2015
2569,39,2170,16-11-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,07-06-2010
2573,27,2109,31-08-2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,10-05-1997
2575,64,1291,03-07-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,18-05-2012
2576,72,1763,21-11-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,10-10-2014
2578,92,3312,01-08-2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,21-01-1991
2579,63,1916,18-07-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,22-11-2016
2580,50,99,18-10-2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,16-02-2003
2583,3,851,21-12-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,07-06-2010
2585,9,646,07-07-2017,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,23-06-1993
2588,58,392,14-08-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,18-10-2015
2591,91,2760,14-11-2017,TRUE,Approved,Solex,Standard,medium,medium,100.35,$75.26,26-07-1999
2592,30,2046,02-01-2017,TRUE,Approved,Solex,Standard,high,medium,748.17,$448.90,11-04-2015
2597,50,443,28-04-2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,20-07-1999
2598,3,2506,18-02-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,15-09-2012
2600,84,946,21-01-2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,02-10-1992
2601,91,46,07-11-2017,TRUE,Approved,Solex,Standard,medium,medium,100.35,$75.26,03-11-2000
2604,87,344,23-08-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,31-08-2002
2611,78,739,18-04-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,25-07-2004
2614,67,1230,09-05-2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,22-05-2006
2623,56,2783,21-06-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,24-08-2011
2625,49,132,23-12-2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,25-11-2001
2627,77,2384,06-05-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,28-07-2014
2629,95,1773,28-07-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,10-08-1994
2632,8,2534,13-07-2017,TRUE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",07-11-1991
2634,57,151,20-09-2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,09-11-1996
2636,77,669,27-11-2017,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,10-01-2011
2639,0,602,17-05-2017,TRUE,Approved,Solex,Standard,medium,medium,100.35,$75.26,03-11-2000
2641,91,3062,14-11-2017,TRUE,Approved,Solex,Standard,medium,medium,100.35,$75.26,26-07-1999
2643,42,2705,28-12-2017,TRUE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",19-03-2008
2645,14,3172,04-08-2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29",05-08-2003
2646,3,576,30-10-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,28-09-2004
2649,66,1689,16-08-2017,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,20-08-2010
2650,100,2205,13-07-2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,06-05-1991
2653,38,3028,07-11-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,21-01-1991
2654,38,1833,04-01-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,16-04-2011
2658,37,3090,15-06-2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,20-07-1999
2659,74,2820,08-10-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,25-01-1997
2661,37,2372,31-08-2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,20-07-1999
2662,91,1823,01-05-2017,TRUE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,10-10-2014
2663,40,1299,06-07-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,05-08-1991
2665,48,1748,10-09-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,04-10-1997
2667,52,3467,17-04-2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,25-11-2001
2669,66,167,15-01-2017,TRUE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,09-09-1994
2673,82,902,06-11-2017,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,10-08-2015
2674,17,888,02-02-2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80,09-11-1996
2675,69,2158,03-05-2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,02-10-1992
2677,18,3225,04-04-2017,TRUE,Approved,Solex,Standard,medium,medium,575.27,$431.45,02-10-1993
2678,49,187,21-08-2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,04-06-2012
2679,24,489,06-02-2017,TRUE,Approved,Solex,Road,medium,large,1777.8,$820.78,22-03-2002
2681,67,1773,16-03-2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,02-10-1992
2683,31,2659,25-12-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,02-08-2015
2684,3,1752,11-07-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,15-09-2012
2685,87,1776,28-09-2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,25-08-1997
2689,31,2853,01-07-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,05-01-2003
2690,6,1822,13-06-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,07-02-2003
2693,92,2633,09-10-2017,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",29-03-2016
2697,21,2887,25-01-2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,12-03-2013
2700,80,56,08-03-2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,07-08-2004
2701,68,871,06-11-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,24-10-1995
2703,30,2189,08-10-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89,10-08-1994
2704,40,835,23-10-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,02-02-2006
2705,92,2639,18-09-2017,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",29-03-2016
2707,68,693,14-02-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,24-10-1995
2709,47,201,02-12-2017,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",25-11-2001
2710,85,885,23-12-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,02-08-2015
2715,45,583,29-11-2017,TRUE,Approved,Solex,Standard,medium,medium,441.49,$84.99,12-04-1993
2717,95,1540,25-12-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,10-08-1994
2718,0,958,18-04-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,06-12-2016
2719,81,2839,18-03-2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,10-07-1991
2722,49,1061,05-12-2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,04-06-2012
2723,16,2304,07-09-2017,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",15-07-1993
